ID Geography,Geography,state_code,Population (2013),Population (2014),Population (2015),Population (2016),Population (2017),Population (2018),Population (2019)
"05000US72031","Carolina Municipio",PR,169597,165820,161884,158457,154489,147661,146984
"05000US72061","Guaynabo Municipio",PR,94645,92799,90879,89307,87328,83787,83728
"05000US72097","Mayagüez Municipio",PR,84170,81915,79510,77748,75525,71986,71530
"05000US72113","Ponce Municipio",PR,157118,153540,149028,145278,140859,133191,131881
"05000US72127","San Juan Municipio",PR,374682,365575,355074,347052,337288,320967,318441
"05000US72135","Toa Alta Municipio",PR,75292,74837,74368,73980,73217,71094,72025
"05000US72137","Toa Baja Municipio",PR,85971,84165,82065,80207,78092,74623,74271
"05000US72139","Trujillo Alto Municipio",PR,72581,71019,69615,68242,66675,63746,63674
"05000US13179","Liberty County",GA,64135,65198,62467,62570,,,
"05000US21195","Pike County",KY,63380,63034,61792,,,,
